uso_credito_rotativo,edad,atrasos_30_59d,ratio_deuda,ingreso_mensual,lineas_credito_abiertas,atrasos_90d,prestamos_inmobiliarios,atrasos_60_89d,dependientes,total_atrasos,ingreso_por_dependiente,mora_real,score_riesgo,prediccion,condicion_real,nivel_score
0.023067923,63,0,1.30989011,1819.0,13,0,2,0,0.0,0,1819.0,0,8.1,0,Sin mora,Muy Bajo
0.049498924,81,0,1597.0,5400.0,12,0,2,0,0.0,0,5400.0,0,4.8,0,Sin mora,Muy Bajo
0.013439462,63,0,0.102089791,10000.0,4,0,1,0,0.0,0,10000.0,0,4.4,0,Sin mora,Muy Bajo
0.088656353,33,0,0.530367408,4000.0,14,0,1,0,1.0,0,2000.0,0,18.5,0,Sin mora,Muy Bajo
0.921553922,60,0,1131.0,5400.0,3,0,0,0,0.0,0,5400.0,0,60.4,1,Sin mora,Medio
0.044555034,73,0,0.090086658,10500.0,12,0,1,0,0.0,0,10500.0,0,5.9,0,Sin mora,Muy Bajo
1.196004994,33,0,0.078517865,6800.0,5,1,0,0,4.0,1,1360.0,1,90.7,1,Con mora,Alto
0.9999999,47,1,535.0,5400.0,7,7,0,0,0.0,8,5400.0,1,88.4,1,Con mora,Alto
0.057770198,46,1,0.378867015,7466.0,15,0,2,0,1.0,1,3733.0,0,17.1,0,Sin mora,Muy Bajo
0.032918911,60,0,0.659250585,3415.0,5,0,2,0,0.0,0,3415.0,0,9.2,0,Sin mora,Muy Bajo
0.32500861,38,0,0.338227297,9194.0,12,0,1,0,3.0,0,2298.5,0,38.0,0,Sin mora,Bajo
0.010564998,44,0,4304.0,5400.0,8,0,2,0,0.0,0,5400.0,0,12.7,0,Sin mora,Muy Bajo
0.231395779,23,0,0.021924482,820.0,2,0,0,0,0.0,0,820.0,0,22.5,0,Sin mora,Muy Bajo
0.011736252,61,0,0.385461454,10000.0,15,0,3,0,2.0,0,3333.333333333333,0,5.7,0,Sin mora,Muy Bajo
0.219531199,39,0,101.0,5400.0,2,0,0,0,0.0,0,5400.0,0,36.4,0,Sin mora,Bajo
0.9999999,47,0,0.031665458,4136.0,1,0,0,0,3.0,0,1034.0,0,39.4,0,Sin mora,Bajo
0.167393689,37,0,0.25276049,4980.0,7,0,1,0,0.0,0,4980.0,0,18.7,0,Sin mora,Muy Bajo
0.0,63,0,0.26662636,4961.0,9,0,2,0,0.0,0,4961.0,0,3.0,0,Sin mora,Muy Bajo
0.075805914,44,0,47.0,5400.0,2,0,0,0,3.0,0,1350.0,0,14.8,0,Sin mora,Muy Bajo
0.064093141,71,0,2158.0,5400.0,18,0,2,0,1.0,0,2700.0,0,6.2,0,Sin mora,Muy Bajo
0.152740634,60,0,0.249878385,6166.0,9,0,1,0,3.0,0,1541.5,0,14.3,0,Sin mora,Muy Bajo
0.9999999,31,0,0.0,5000.0,0,1,0,0,0.0,1,5000.0,0,76.9,1,Sin mora,Alto
0.049895619,66,0,0.794743608,7000.0,12,0,3,0,2.0,0,2333.333333333333,0,8.4,0,Sin mora,Muy Bajo
0.416070055,37,0,0.320841794,5416.0,11,0,2,0,1.0,0,2708.0,0,27.8,0,Sin mora,Bajo
0.600776448,58,0,0.364084764,5473.0,4,0,1,0,0.0,0,5473.0,0,42.0,0,Sin mora,Bajo
0.938460459,72,2,1464.0,5400.0,11,0,1,0,0.0,2,5400.0,0,72.4,1,Sin mora,Medio
0.9999999,68,0,0.0,11500.0,0,2,0,1,1.0,3,5750.0,1,51.4,1,Con mora,Medio
0.113874669,49,0,0.410074074,13499.0,11,0,2,0,2.0,0,4499.666666666667,0,20.9,0,Sin mora,Muy Bajo
0.06196727,49,0,0.419477075,7916.0,10,0,2,0,2.0,0,2638.6666666666665,0,10.9,0,Sin mora,Muy Bajo
0.195789705,49,0,0.296478745,5480.0,6,0,1,0,1.0,0,2740.0,0,24.2,0,Sin mora,Muy Bajo
0.389573201,67,4,0.335107412,10333.0,7,0,2,0,1.0,4,5166.5,0,63.3,1,Sin mora,Medio
0.01089473,53,0,0.720530703,5878.0,6,0,2,0,2.0,0,1959.3333333333333,0,11.1,0,Sin mora,Muy Bajo
0.161535386,29,0,0.048192771,2240.0,2,0,0,0,0.0,0,2240.0,0,21.0,0,Sin mora,Muy Bajo
0.009996553,70,0,0.374050842,3028.0,9,0,1,0,0.0,0,3028.0,0,6.3,0,Sin mora,Muy Bajo
0.213011391,57,1,0.250010706,23000.0,14,0,2,0,1.0,1,11500.0,0,35.0,0,Sin mora,Bajo
0.179820504,60,0,0.107446277,2000.0,3,0,0,0,0.0,0,2000.0,0,22.8,0,Sin mora,Muy Bajo
0.350251884,38,1,0.830067973,2500.0,10,0,0,1,0.0,2,2500.0,1,85.5,1,Con mora,Alto
0.704316972,53,0,0.366993064,4901.0,4,0,1,0,0.0,0,4901.0,0,53.8,1,Sin mora,Medio
0.021994789,64,0,1579.0,5400.0,9,0,1,0,0.0,0,5400.0,0,4.2,0,Sin mora,Muy Bajo
0.011717153,85,0,0.006903118,4200.0,10,0,0,0,0.0,0,4200.0,0,3.0,0,Sin mora,Muy Bajo
0.230799495,72,0,430.0,0.0,7,0,0,0,0.0,0,0.0,0,13.0,0,Sin mora,Muy Bajo
0.17186264,38,0,3227.0,5400.0,12,0,2,0,0.0,0,5400.0,0,21.4,0,Sin mora,Muy Bajo
0.021626378,71,0,0.006168873,7780.0,5,0,0,0,0.0,0,7780.0,0,3.1,0,Sin mora,Muy Bajo
0.033440995,52,0,3721.0,5400.0,8,0,2,0,2.0,0,1800.0,0,13.6,0,Sin mora,Muy Bajo
0.193278754,44,1,1.05087593,4166.0,21,0,2,0,3.0,1,1041.5,0,40.7,0,Sin mora,Bajo
1.004116436,51,0,0.436830835,1400.0,5,0,0,0,0.0,0,1400.0,0,82.6,1,Sin mora,Alto
0.056832418,72,0,0.012331278,6000.0,12,0,0,0,0.0,0,6000.0,0,4.5,0,Sin mora,Muy Bajo
0.0,52,0,0.570288211,11900.0,10,0,4,0,4.0,0,2380.0,0,9.6,0,Sin mora,Muy Bajo
0.050476156,31,0,0.098731574,5833.0,10,0,0,0,0.0,0,5833.0,0,11.4,0,Sin mora,Muy Bajo
0.001551671,69,0,0.000279018,3583.0,10,0,0,0,0.0,0,3583.0,0,3.3,0,Sin mora,Muy Bajo
0.767303546,33,1,0.226410731,4323.0,7,0,0,0,0.0,1,4323.0,0,80.6,1,Sin mora,Alto
0.064538978,59,0,0.264425973,8300.0,8,0,1,0,1.0,0,4150.0,0,10.5,0,Sin mora,Muy Bajo
0.278856053,42,0,0.538428547,11657.0,12,0,2,0,1.0,0,5828.5,0,35.1,0,Sin mora,Bajo
0.010938863,27,0,0.898876404,800.0,10,0,0,0,0.0,0,800.0,0,11.2,0,Sin mora,Muy Bajo
0.098097639,62,0,0.179746541,8600.0,13,0,2,0,0.0,0,8600.0,0,7.5,0,Sin mora,Muy Bajo
0.0,48,0,0.0,5400.0,5,0,0,0,1.0,0,2700.0,0,4.0,0,Sin mora,Muy Bajo
0.036104635,61,0,0.14902294,5884.0,13,0,1,0,0.0,0,5884.0,0,6.4,0,Sin mora,Muy Bajo
0.106474035,57,0,4979.079999999958,5400.0,11,0,2,0,0.0,0,5400.0,0,16.2,0,Sin mora,Muy Bajo
0.054697967,45,0,0.331698664,9583.0,5,0,1,0,0.0,0,9583.0,0,13.4,0,Sin mora,Muy Bajo
0.716452856,37,0,0.645338665,4000.0,6,0,1,0,3.0,0,1000.0,0,63.4,1,Sin mora,Medio
0.565428971,46,0,0.475590287,11900.0,9,0,3,0,4.0,0,2380.0,0,48.0,0,Sin mora,Bajo
0.9999999,50,0,965.0,5400.0,3,0,1,0,0.0,0,5400.0,0,26.2,0,Sin mora,Bajo
0.390734658,49,1,0.303058078,12000.0,34,0,2,0,0.0,1,12000.0,0,43.2,0,Sin mora,Bajo
0.019955514,76,0,0.873225355,5000.0,28,0,4,0,1.0,0,2500.0,0,6.3,0,Sin mora,Muy Bajo
0.132531221,52,0,0.120169651,8487.0,8,0,1,0,0.0,0,8487.0,0,13.9,0,Sin mora,Muy Bajo
0.037588589,55,0,0.568644171,8208.0,7,0,2,0,0.0,0,8208.0,0,11.5,0,Sin mora,Muy Bajo
0.247310267,58,0,0.586199919,4941.0,13,0,2,0,1.0,0,2470.5,0,27.4,0,Sin mora,Bajo
0.0622022,61,0,0.228738563,13333.0,14,0,2,0,0.0,0,13333.0,0,6.7,0,Sin mora,Muy Bajo
0.140452273,76,0,0.154860668,4700.0,4,0,1,0,0.0,0,4700.0,0,8.6,0,Sin mora,Muy Bajo
0.0,59,0,0.0,5400.0,2,0,0,0,0.0,0,5400.0,0,2.8,0,Sin mora,Muy Bajo
0.0,54,0,0.0,1000.0,2,0,0,0,0.0,0,1000.0,0,4.5,0,Sin mora,Muy Bajo
0.410417805,39,0,0.396044625,1971.0,6,0,0,0,1.0,0,985.5,0,61.6,1,Sin mora,Medio
0.012749363,71,0,7.0,5400.0,5,0,0,0,0.0,0,5400.0,0,6.3,0,Sin mora,Muy Bajo
0.01979901,70,0,1730.0,5400.0,6,0,1,0,0.0,0,5400.0,0,3.2,0,Sin mora,Muy Bajo
0.207680229,34,0,0.094795072,7953.0,4,0,0,0,0.0,0,7953.0,0,28.3,0,Sin mora,Bajo
0.020113704,48,0,0.12999323,4430.0,15,0,0,0,4.0,0,886.0,0,10.0,0,Sin mora,Muy Bajo
0.0,49,0,0.0,5400.0,3,0,0,0,0.0,0,5400.0,0,4.1,0,Sin mora,Muy Bajo
0.972341602,43,0,0.57848625,4108.0,7,0,0,0,1.0,0,2054.0,0,78.1,1,Sin mora,Alto
0.9999999,23,0,0.213317619,1696.0,2,0,0,0,0.0,0,1696.0,1,42.4,0,Con mora,Bajo
0.0,31,1,964.0,5400.0,4,0,1,0,0.0,1,5400.0,0,9.8,0,Sin mora,Muy Bajo
0.001533231,68,0,0.15469905,1893.0,4,0,1,0,0.0,0,1893.0,0,3.6,0,Sin mora,Muy Bajo
0.044490213,32,0,0.206753391,7225.0,13,0,1,0,3.0,0,1806.25,0,8.4,0,Sin mora,Muy Bajo
0.0,49,0,0.132314827,7330.0,7,0,1,0,1.0,0,3665.0,0,4.1,0,Sin mora,Muy Bajo
0.27197635,71,0,0.018596281,5000.0,2,0,0,0,0.0,0,5000.0,0,13.5,0,Sin mora,Muy Bajo
1.003633212,45,0,0.351431101,10166.0,8,0,2,0,2.0,0,3388.6666666666665,0,50.1,1,Sin mora,Medio
0.00201,46,0,0.231316199,13500.0,13,0,2,0,1.0,0,6750.0,0,5.0,0,Sin mora,Muy Bajo
0.056152406,65,0,0.327294554,9162.0,7,0,1,0,1.0,0,4581.0,0,8.0,0,Sin mora,Muy Bajo
0.087575164,49,0,0.387001911,6800.0,11,0,2,0,0.0,0,6800.0,0,13.9,0,Sin mora,Muy Bajo
0.008126819,53,0,0.353471887,6206.0,9,0,1,0,0.0,0,6206.0,0,9.0,0,Sin mora,Muy Bajo
0.9999999,27,2,0.683311432,760.0,1,0,0,0,0.0,2,760.0,0,73.0,1,Sin mora,Medio
0.143590426,51,0,0.211964673,6000.0,10,0,0,0,0.0,0,6000.0,0,26.3,0,Sin mora,Bajo
0.871934605,38,0,571.0,5400.0,6,1,1,0,0.0,1,5400.0,1,87.0,1,Con mora,Alto
0.60370923,58,0,4896.0,5400.0,13,0,3,0,1.0,0,2700.0,0,41.9,0,Sin mora,Bajo
0.876555938,61,0,1.404865733,4356.0,11,0,2,0,1.0,0,2178.0,0,49.2,0,Sin mora,Bajo
0.9999999,65,1,4979.079999999958,5400.0,3,0,2,1,0.0,2,5400.0,0,48.1,0,Sin mora,Bajo
0.37256351,44,0,362.0,5400.0,8,0,0,0,0.0,0,5400.0,0,47.6,0,Sin mora,Bajo
0.273658464,61,0,0.335857056,9905.0,12,0,1,0,0.0,0,9905.0,0,29.0,0,Sin mora,Bajo
0.0,29,1,0.07782466,4265.0,6,0,0,0,4.0,1,853.0,0,11.5,0,Sin mora,Muy Bajo
0.72337909,64,0,0.356428655,8500.0,13,0,1,0,1.0,0,4250.0,0,35.6,0,Sin mora,Bajo
0.141971606,64,0,0.085728568,4000.0,2,0,0,0,0.0,0,4000.0,0,15.6,0,Sin mora,Muy Bajo
0.129544208,39,0,0.106578684,5000.0,5,0,0,0,2.0,0,1666.6666666666667,0,19.5,0,Sin mora,Muy Bajo
0.098502266,58,0,0.265560166,8916.0,10,0,2,0,0.0,0,8916.0,0,9.1,0,Sin mora,Muy Bajo
0.639336066,47,6,0.373768142,5580.0,11,4,1,1,0.0,11,5580.0,0,88.8,1,Sin mora,Alto
0.074958636,51,0,749.0,5400.0,9,0,0,0,0.0,0,5400.0,0,14.6,0,Sin mora,Muy Bajo
0.025767138,46,0,0.349057813,7800.0,19,0,2,0,1.0,0,3900.0,0,7.4,0,Sin mora,Muy Bajo
0.176323538,43,0,0.410397401,4000.0,2,0,1,0,0.0,0,4000.0,0,27.5,0,Sin mora,Bajo
0.760269978,36,0,0.170795306,2300.0,5,0,0,0,0.0,0,2300.0,0,62.8,1,Sin mora,Medio
0.699860028,68,0,0.22501967,5083.0,6,0,3,0,0.0,0,5083.0,0,18.0,0,Sin mora,Muy Bajo
0.629852021,56,0,0.364786735,9166.0,13,0,1,0,1.0,0,4583.0,0,50.3,1,Sin mora,Medio
0.009656099,53,1,0.24770455,4900.0,13,0,1,1,3.0,2,1225.0,0,32.0,0,Sin mora,Bajo
0.9999999,43,1,625.0,5400.0,4,1,0,0,0.0,2,5400.0,1,80.6,1,Con mora,Alto
0.581243236,55,1,0.653854699,4500.0,6,0,1,0,2.0,1,1500.0,0,75.6,1,Sin mora,Alto
0.993455735,28,1,0.371167397,5250.0,6,0,1,0,0.0,1,5250.0,0,72.2,1,Sin mora,Medio
0.186815791,39,0,4979.079999999958,5400.0,15,0,2,0,0.0,0,5400.0,0,33.2,0,Sin mora,Bajo
0.013820659,28,0,0.002540937,7083.0,7,0,0,0,0.0,0,7083.0,0,5.3,0,Sin mora,Muy Bajo
0.989415915,25,0,0.102359056,2500.0,9,0,0,5,2.0,5,833.3333333333334,0,93.4,1,Sin mora,Alto
0.043998142,76,0,0.016284163,10500.0,13,0,0,0,0.0,0,10500.0,0,4.1,0,Sin mora,Muy Bajo
0.078931229,34,0,0.261151892,7083.0,6,0,1,0,2.0,0,2361.0,0,11.3,0,Sin mora,Muy Bajo
0.094908758,71,0,0.013883046,2376.0,4,0,0,0,2.0,0,792.0,0,5.4,0,Sin mora,Muy Bajo
0.045383273,32,0,0.269892043,2500.0,6,0,0,0,0.0,0,2500.0,0,14.0,0,Sin mora,Muy Bajo
0.042038465,64,0,0.534552299,3718.0,13,0,2,0,1.0,0,1859.0,0,7.5,0,Sin mora,Muy Bajo
0.004324712,82,0,7.0,5400.0,5,0,0,0,1.0,0,2700.0,0,5.5,0,Sin mora,Muy Bajo
0.671157948,54,0,2046.0,5400.0,9,0,1,0,0.0,0,5400.0,0,53.2,1,Sin mora,Medio
0.006797509,29,0,3537.0,0.0,9,0,3,0,2.0,0,0.0,0,10.5,0,Sin mora,Muy Bajo
0.623094592,51,0,0.209484457,20812.0,9,0,2,0,2.0,0,6937.333333333333,0,41.5,0,Sin mora,Bajo
0.119704003,47,0,0.070585883,5000.0,4,0,1,0,3.0,0,1250.0,0,14.2,0,Sin mora,Muy Bajo
0.001783411,32,0,0.201159768,5000.0,9,0,1,0,0.0,0,5000.0,0,5.8,0,Sin mora,Muy Bajo
0.02669301,49,0,0.186288513,4900.0,8,0,2,0,0.0,0,4900.0,0,5.7,0,Sin mora,Muy Bajo
0.999636628,24,0,0.156737305,2500.0,2,0,0,0,0.0,0,2500.0,1,66.5,1,Con mora,Medio
0.0,41,1,0.262318101,7833.0,4,0,1,0,0.0,1,7833.0,0,9.7,0,Sin mora,Muy Bajo
0.0,61,0,0.0,2500.0,5,0,0,0,0.0,0,2500.0,0,3.0,0,Sin mora,Muy Bajo
0.395737633,49,0,0.793041392,5000.0,5,0,2,0,0.0,0,5000.0,0,46.6,0,Sin mora,Bajo
0.097330166,62,0,0.022193905,9416.0,11,0,0,0,0.0,0,9416.0,0,8.7,0,Sin mora,Muy Bajo
0.008961651,72,0,0.012567325,2784.0,5,0,0,0,0.0,0,2784.0,0,3.3,0,Sin mora,Muy Bajo
0.188035371,34,0,1.461732935,4350.0,36,0,3,0,2.0,0,1450.0,0,33.8,0,Sin mora,Bajo
0.007706675,65,0,0.504065041,1475.0,9,0,1,0,1.0,0,737.5,0,6.0,0,Sin mora,Muy Bajo
0.731807131,48,0,0.315574454,11993.0,15,0,0,0,1.0,0,5996.5,0,74.4,1,Sin mora,Medio
0.189259178,52,0,0.748625687,2000.0,15,0,0,0,3.0,0,500.0,0,44.3,0,Sin mora,Bajo
0.229894102,47,0,0.68921095,3104.0,7,0,2,0,0.0,0,3104.0,0,33.3,0,Sin mora,Bajo
0.928974724,30,1,0.184824404,3900.0,4,0,0,0,0.0,1,3900.0,0,76.9,1,Sin mora,Alto
0.523786437,38,0,0.082992455,11000.0,10,1,0,0,3.0,1,2750.0,0,82.8,1,Sin mora,Alto
0.067098208,34,0,0.280672862,8500.0,7,0,2,0,2.0,0,2833.333333333333,0,9.4,0,Sin mora,Muy Bajo
0.384245665,59,0,0.844631074,3333.0,9,0,1,0,0.0,0,3333.0,0,40.3,0,Sin mora,Bajo
0.079061265,41,0,0.380107229,5408.0,7,0,1,0,3.0,0,1352.0,0,15.1,0,Sin mora,Muy Bajo
0.145364608,40,0,0.257699772,11850.0,9,0,1,0,2.0,0,3950.0,0,18.9,0,Sin mora,Muy Bajo
0.987001444,33,0,0.103992572,3230.0,3,0,0,0,2.0,0,1076.6666666666667,0,65.1,1,Sin mora,Medio
0.020570831,88,0,0.005591692,8762.0,6,0,0,0,0.0,0,8762.0,0,3.1,0,Sin mora,Muy Bajo
0.0,77,0,0.0,8974.0,6,0,0,0,0.0,0,8974.0,0,2.4,0,Sin mora,Muy Bajo
0.101079122,66,0,0.151174413,4001.0,6,0,0,0,1.0,0,2000.5,0,10.8,0,Sin mora,Muy Bajo
0.150147667,33,0,0.657994827,6572.0,8,0,2,0,0.0,0,6572.0,0,25.9,0,Sin mora,Bajo
0.138438881,51,0,0.118415994,2600.0,4,0,0,0,0.0,0,2600.0,0,20.4,0,Sin mora,Muy Bajo
0.18482529,66,0,0.546700943,3500.0,10,0,1,0,0.0,0,3500.0,0,23.2,0,Sin mora,Muy Bajo
0.414585415,23,0,0.02268431,528.0,1,0,0,0,0.0,0,528.0,0,48.5,0,Sin mora,Bajo
0.84015984,34,0,15.46774577,4200.0,6,0,0,0,1.0,0,2100.0,1,71.0,1,Con mora,Medio
0.262647543,45,0,0.460128723,9166.0,22,0,1,0,2.0,0,3055.333333333333,0,33.0,0,Sin mora,Bajo
0.015370787,69,0,5.0,5400.0,4,0,0,0,0.0,0,5400.0,0,6.3,0,Sin mora,Muy Bajo
0.246369867,73,0,0.289518318,5895.0,5,0,1,0,0.0,0,5895.0,0,18.2,0,Sin mora,Muy Bajo
0.036934189,56,0,0.287934952,8362.0,8,0,1,0,2.0,0,2787.333333333333,0,8.9,0,Sin mora,Muy Bajo
0.377379777,56,0,0.412807676,4793.0,14,0,1,0,0.0,0,4793.0,0,37.2,0,Sin mora,Bajo
0.339901366,35,0,1119.5,1.0,9,0,2,0,3.0,0,0.25,0,29.8,0,Sin mora,Bajo
0.005084175,78,0,25.0,5400.0,24,0,0,0,0.0,0,5400.0,0,4.4,0,Sin mora,Muy Bajo
0.862518022,43,0,0.453807242,7511.0,5,0,2,0,5.0,0,1251.8333333333333,0,44.6,0,Sin mora,Bajo
0.016395917,66,0,0.365991818,9532.0,9,0,2,0,2.0,0,3177.333333333333,0,4.0,0,Sin mora,Muy Bajo
0.035407441,66,0,51.0,5400.0,3,0,0,0,1.0,0,2700.0,0,5.9,0,Sin mora,Muy Bajo
0.07394236,52,0,0.405659434,10000.0,18,0,2,0,1.0,0,5000.0,0,15.3,0,Sin mora,Muy Bajo
0.156862745,40,0,0.633032214,5866.0,7,0,2,0,2.0,0,1955.3333333333333,0,24.5,0,Sin mora,Muy Bajo
0.00637664,66,0,0.085523571,7190.0,9,0,0,0,0.0,0,7190.0,0,5.7,0,Sin mora,Muy Bajo
0.9999999,49,0,13.0,5400.0,0,0,0,0,0.0,0,5400.0,0,69.2,1,Sin mora,Medio
0.138886133,62,0,0.234442338,5800.0,6,0,1,0,0.0,0,5800.0,0,13.0,0,Sin mora,Muy Bajo
0.0,37,0,0.447405051,5028.0,7,0,2,0,2.0,0,1676.0,0,5.3,0,Sin mora,Muy Bajo
0.922708419,46,0,0.514435696,8000.0,9,0,2,0,2.0,0,2666.6666666666665,1,49.8,0,Con mora,Bajo
0.341723373,42,0,0.350621103,20688.0,8,0,3,0,0.0,0,20688.0,0,41.5,0,Sin mora,Bajo
0.9999999,59,0,0.242844753,6917.0,4,0,1,0,0.0,0,6917.0,0,15.5,0,Sin mora,Muy Bajo
0.512110573,44,3,0.439864801,10650.0,7,0,2,0,0.0,3,10650.0,0,75.5,1,Sin mora,Alto
0.696953638,59,0,0.6520411,3600.0,12,0,0,0,0.0,0,3600.0,0,72.5,1,Sin mora,Medio
0.050769642,79,0,97.0,5400.0,4,0,0,0,0.0,0,5400.0,0,6.3,0,Sin mora,Muy Bajo
0.350696784,46,0,2926.0,5400.0,7,0,2,0,1.0,0,2700.0,0,31.7,0,Sin mora,Bajo
0.079981613,24,0,0.006246096,1600.0,2,0,0,0,0.0,0,1600.0,0,9.8,0,Sin mora,Muy Bajo
0.009242549,63,0,0.087771276,13500.0,12,0,1,0,1.0,0,6750.0,0,4.4,0,Sin mora,Muy Bajo
0.581208813,54,0,0.24643839,4000.0,5,0,0,0,2.0,0,1333.3333333333333,0,66.2,1,Sin mora,Medio
0.776693251,41,0,0.38528631,5273.0,7,0,2,0,0.0,0,5273.0,0,42.6,0,Sin mora,Bajo
0.010936816,44,1,1.21604778,3850.0,13,0,3,0,2.0,1,1283.3333333333333,0,19.4,0,Sin mora,Muy Bajo
0.9999999,51,0,0.0,5400.0,1,0,0,0,2.0,0,1800.0,0,30.4,0,Sin mora,Bajo
1.5,33,0,4.049980008,2500.0,20,0,7,0,1.0,0,1250.0,1,26.6,0,Con mora,Bajo
0.016743699,74,0,0.003999333,6000.0,7,0,0,0,0.0,0,6000.0,0,3.2,0,Sin mora,Muy Bajo
0.152225672,41,0,239.0,5400.0,4,0,0,0,0.0,0,5400.0,0,23.7,0,Sin mora,Muy Bajo
0.050637974,84,0,0.076340503,3300.0,4,0,0,0,0.0,0,3300.0,0,8.6,0,Sin mora,Muy Bajo
0.037466922,59,0,359.0,5400.0,17,0,0,0,2.0,0,1800.0,0,7.4,0,Sin mora,Muy Bajo
0.393767705,47,1,0.227340904,4666.0,16,0,0,1,0.0,2,4666.0,0,82.0,1,Sin mora,Alto
0.007074825,80,0,3617.0,0.0,11,0,5,0,0.0,0,0.0,0,7.2,0,Sin mora,Muy Bajo
0.315109027,54,1,0.150280627,10333.0,8,0,0,0,0.0,1,10333.0,0,52.9,1,Sin mora,Medio
0.9999999,26,98,0.0,1000.0,0,98,0,98,0.0,294,1000.0,1,88.1,1,Con mora,Alto
0.018130289,52,0,0.333944343,6000.0,11,0,1,0,3.0,0,1500.0,0,9.6,0,Sin mora,Muy Bajo
0.12741035,38,0,0.894266567,2685.0,19,0,1,0,2.0,0,895.0,0,23.3,0,Sin mora,Muy Bajo
0.587769336,69,0,0.493385595,4081.0,7,0,1,0,1.0,0,2040.5,0,30.6,0,Sin mora,Bajo
0.023381923,67,0,0.208646796,10500.0,14,0,1,0,0.0,0,10500.0,0,5.3,0,Sin mora,Muy Bajo
0.207364982,33,0,0.443934292,9800.0,9,0,2,0,1.0,0,4900.0,0,27.7,0,Sin mora,Bajo
0.075402169,61,0,0.345061433,12533.0,6,0,1,0,0.0,0,12533.0,0,12.5,0,Sin mora,Muy Bajo
0.292888685,79,0,0.262012369,8407.0,11,0,1,0,0.0,0,8407.0,0,18.7,0,Sin mora,Muy Bajo
0.072109776,51,0,2.230923026,3000.0,14,0,3,0,4.0,0,600.0,0,15.3,0,Sin mora,Muy Bajo
0.080809131,66,0,2210.0,5400.0,9,0,1,0,0.0,0,5400.0,0,6.9,0,Sin mora,Muy Bajo
0.115086182,58,1,0.648035196,10000.0,15,0,2,0,2.0,1,3333.333333333333,0,34.6,0,Sin mora,Bajo
0.9999999,34,0,0.00155521,4500.0,0,0,0,0,0.0,0,4500.0,0,55.8,1,Sin mora,Medio
0.156153427,86,0,0.140299059,5416.0,3,0,1,0,0.0,0,5416.0,0,9.3,0,Sin mora,Muy Bajo
0.061440132,62,0,0.011167837,3133.0,2,0,0,0,0.0,0,3133.0,0,6.4,0,Sin mora,Muy Bajo
0.720517468,61,1,0.128043661,4763.0,5,0,0,1,0.0,2,4763.0,0,82.9,1,Sin mora,Alto
0.9999999,61,0,0.512557991,6250.0,10,0,1,0,0.0,0,6250.0,0,21.3,0,Sin mora,Muy Bajo
0.514167083,46,0,0.746997078,9240.0,15,0,4,0,2.0,0,3080.0,0,56.9,1,Sin mora,Medio
0.381730467,48,0,0.140457303,15000.0,6,0,0,0,2.0,0,5000.0,0,45.6,0,Sin mora,Bajo
0.855749645,46,0,0.336348532,5416.0,5,0,1,0,0.0,0,5416.0,1,56.0,1,Con mora,Medio
0.911985428,47,0,0.45345246,9065.0,12,0,2,0,2.0,0,3021.6666666666665,0,48.1,0,Sin mora,Bajo
0.344710353,31,0,0.305292628,7500.0,6,0,1,0,2.0,0,2500.0,0,33.1,0,Sin mora,Bajo
0.125705307,32,0,0.74460144,3750.0,6,0,1,0,0.0,0,3750.0,0,25.2,0,Sin mora,Bajo
0.05215584,61,0,0.163629363,15583.0,9,0,1,0,0.0,0,15583.0,0,7.7,0,Sin mora,Muy Bajo
0.968021319,24,0,0.082397004,800.0,5,0,0,0,0.0,0,800.0,1,56.9,1,Con mora,Medio
0.173660539,39,0,1893.0,5400.0,3,0,1,0,2.0,0,1800.0,0,21.2,0,Sin mora,Muy Bajo
0.410347202,60,1,0.39041871,2650.0,7,1,1,0,0.0,2,2650.0,1,81.8,1,Con mora,Alto
0.037303267,42,0,0.23340985,9583.0,8,0,2,0,1.0,0,4791.5,0,6.8,0,Sin mora,Muy Bajo
0.691542289,26,1,0.099214847,1400.0,2,0,0,0,1.0,1,700.0,0,75.5,1,Sin mora,Alto
0.24664436,45,0,0.10996858,3500.0,5,0,0,0,1.0,0,1750.0,0,31.4,0,Sin mora,Bajo
0.054881898,86,0,0.408255401,3100.0,5,0,2,0,0.0,0,3100.0,0,6.0,0,Sin mora,Muy Bajo
0.991639404,31,0,0.31478087,6000.0,7,0,1,0,0.0,0,6000.0,0,51.2,1,Sin mora,Medio
0.99640072,41,0,0.228489386,9750.0,5,0,1,0,3.0,0,2437.5,0,50.6,1,Sin mora,Medio
0.045863609,59,0,0.00499875,4000.0,1,0,0,0,0.0,0,4000.0,0,7.3,0,Sin mora,Muy Bajo
0.545043528,60,0,0.317187386,13666.0,12,0,1,0,0.0,0,13666.0,0,41.0,0,Sin mora,Bajo
0.139507357,56,0,0.548977183,5083.0,14,0,2,0,1.0,0,2541.5,0,18.1,0,Sin mora,Muy Bajo
0.9999999,30,1,0.357698289,4500.0,5,0,1,1,0.0,2,4500.0,0,62.0,1,Sin mora,Medio
0.716614467,69,0,0.551089782,5000.0,6,0,1,0,0.0,0,5000.0,0,35.1,0,Sin mora,Bajo
0.685976661,39,0,0.384740114,11100.0,9,0,2,0,2.0,0,3700.0,0,41.9,0,Sin mora,Bajo
0.08302034,28,0,0.137977004,6000.0,6,0,0,0,0.0,0,6000.0,0,13.3,0,Sin mora,Muy Bajo
